Date,Opp,WL,TmScore,OppScore,FG,FGA,FGPer,Tm3P,Tm3PA,Tm3PPer,TmFT,TmFTA,TmFTPer,TmORB,TmTRB,TmAST,TmSTL,TmBLK,TmTOV,TmPF,ORtg,DRtg,Pace,FTr,Tm3PAr,TSPer,TRBPer,ASTPer,STLPer,BLKPer,TmeFGPer,TmTOVPer,ORBPer,TmFT_d_FGA,OppeFGPer,OppTOVPer,DRBPer,OppFT_d_FGA,Home,Opponent_PlayOff,Continuing_Players_WS48,Leaving_Players_WS48,Incoming_Players_WS48,WinsInLast15,WinsInLast10,WinsInLast5,days_between_games,ORtg_rolling_mean,DRtg_rolling_mean,TmScore_rolling_mean,OppScore_rolling_mean,Team_Prospect
2014-02-03,SAC,False,70,99,22,78,0.282,4,20,0.2,22,34,0.647,8,30,17,11,2,14,24,73.8,104.3,94.9,0.436,0.256,0.377,36.1,77.3,11.6,3.3,0.308,13.1,15.7,0.282,0.536,20.8,68.8,0.362,False,False,0.3430517361111111,0.16028125,0.2019041666666666,9.0,5.0,2.0,2,101.33,102.095,92.25,92.9,-0.6500000000000057
2014-02-04,PHO,True,101,92,35,78,0.449,6,18,0.333,25,31,0.806,8,44,13,9,6,18,23,100.8,91.8,100.2,0.397,0.231,0.551,48.4,37.1,9.0,11.5,0.487,16.4,18.2,0.321,0.438,18.5,76.6,0.275,False,False,0.4214232638888889,0.1477020833333333,0.2060670138888889,9.0,6.0,2.0,1,101.725,100.81,93.15,92.25,0.9000000000000057
2014-02-06,GSW,False,87,102,32,77,0.416,4,14,0.286,19,20,0.95,14,45,20,8,3,15,16,101.3,118.8,85.9,0.26,0.182,0.507,53.6,62.5,9.3,4.9,0.442,14.9,34.1,0.247,0.548,11.8,72.1,0.133,False,True,0.4464541666666667,0.08144375,0.1953048611111111,8.0,5.0,2.0,2,101.7,101.875,92.75,92.8,-0.04999999999999716
2014-02-09,LAL,True,92,86,34,80,0.425,7,22,0.318,17,17,1.0,8,43,21,13,6,14,16,97.8,91.5,94.0,0.213,0.275,0.526,50.0,61.8,13.8,9.5,0.469,13.8,18.2,0.213,0.476,17.2,83.3,0.098,False,False,0.4449510416666667,0.10375,0.2028996527777777,8.0,5.0,2.0,3,102.295,101.83,93.4,92.85,0.5500000000000114
2014-02-11,ATL,True,100,85,43,85,0.506,8,20,0.4,6,13,0.462,17,57,30,6,5,14,9,115.4,98.1,86.7,0.153,0.235,0.551,67.1,69.8,6.9,8.8,0.553,13.4,42.5,0.071,0.5,10.6,88.9,0.063,True,True,0.4364243055555555,0.1068625,0.2166555555555555,9.0,5.0,3.0,2,103.05999999999999,102.37,93.7,93.0,0.7000000000000028
2014-02-13,BRK,True,92,76,35,70,0.5,4,14,0.286,18,21,0.857,9,45,26,7,8,15,23,107.2,88.5,85.8,0.3,0.2,0.581,62.5,74.3,8.2,16.0,0.529,15.9,28.1,0.257,0.425,15.9,90.0,0.284,True,True,0.440675,0.1390083333333333,0.1830430555555555,9.0,6.0,4.0,2,103.0,101.79,93.75,92.6,1.1500000000000057
2014-02-19,TOR,True,94,92,36,72,0.5,7,12,0.583,15,20,0.75,8,38,25,4,8,16,24,108.7,106.4,86.4,0.278,0.167,0.582,53.5,69.4,4.6,12.1,0.549,16.5,27.6,0.208,0.44,9.7,71.4,0.229,False,True,0.4358246527777778,0.1361534722222222,0.1946795138888888,10.0,6.0,4.0,6,103.36000000000001,102.31,93.85,92.85,1.0
2014-02-21,DEN,True,117,89,42,84,0.5,10,17,0.588,23,27,0.852,11,50,28,8,7,12,22,122.6,93.3,95.4,0.321,0.202,0.61,55.6,66.7,8.4,9.7,0.56,11.1,28.2,0.274,0.443,12.6,76.5,0.138,True,False,0.3078826388888889,0.1464006944444444,0.2466777777777777,10.0,7.0,5.0,2,104.595,102.625,95.65,93.7,1.9500000000000028
2014-02-23,MIA,False,79,93,29,81,0.358,6,21,0.286,15,17,0.882,15,51,18,2,4,12,15,96.3,113.4,82.0,0.21,0.259,0.446,55.4,62.1,2.4,6.2,0.395,11.9,36.6,0.185,0.472,6.9,70.6,0.114,False,True,0.3308461805555556,0.1634222222222222,0.2648684027777778,9.0,6.0,4.0,2,103.585,102.80999999999999,94.45,93.5,0.9500000000000028
2014-02-25,ATL,True,107,103,37,88,0.42,8,24,0.333,25,29,0.862,15,48,24,11,2,12,15,113.9,109.6,94.0,0.33,0.273,0.531,53.3,64.9,11.7,3.9,0.466,10.6,32.6,0.284,0.536,14.9,75.0,0.155,False,True,0.318003125,0.1449805555555555,0.2672465277777778,9.0,7.0,4.0,2,104.35,102.58,95.4,93.55,1.8500000000000085
2014-02-26,GSW,True,103,83,37,83,0.446,5,14,0.357,24,30,0.8,16,56,24,8,9,16,24,106.9,86.1,96.4,0.361,0.169,0.535,57.7,64.9,8.3,14.3,0.476,14.3,33.3,0.289,0.387,14.6,81.6,0.214,True,True,0.3923600694444444,0.1162486111111111,0.1926819444444444,10.0,8.0,4.0,1,104.33,101.64500000000001,94.15,91.45,2.700000000000003
2014-02-28,DAL,True,100,91,36,71,0.507,9,19,0.474,19,28,0.679,9,46,19,6,2,20,19,109.5,99.7,91.3,0.394,0.268,0.6,55.4,52.8,6.6,3.7,0.57,19.4,27.3,0.268,0.465,12.3,74.0,0.141,False,True,0.4397489583333333,0.1240548611111111,0.1954767361111111,10.0,8.0,4.0,2,104.62,101.275,94.5,91.2,3.299999999999997
2014-03-02,NYK,True,109,90,39,84,0.464,8,22,0.364,23,33,0.697,14,45,30,9,5,3,12,127.8,105.5,85.3,0.393,0.262,0.553,50.6,76.9,10.6,8.2,0.512,3.0,30.4,0.274,0.475,12.1,72.1,0.19,True,False,0.4216777777777778,0.1311163194444444,0.1860732638888888,11.0,9.0,4.0,2,105.66000000000001,102.5,94.8,91.8,3.0
2014-03-03,BRK,False,80,96,30,65,0.462,4,13,0.308,16,23,0.696,9,43,12,6,1,25,23,90.3,108.3,88.6,0.354,0.2,0.532,60.6,40.0,6.8,2.1,0.492,25.0,29.0,0.246,0.514,11.4,85.0,0.288,False,True,0.4261923611111111,0.1416399305555555,0.1859763888888888,10.0,8.0,4.0,1,105.275,103.11499999999998,93.7,91.6,2.1000000000000085
2014-03-05,DET,True,105,94,43,80,0.538,5,19,0.263,14,17,0.824,8,43,26,5,4,13,16,115.9,103.8,90.6,0.213,0.238,0.6,57.3,60.5,5.5,5.3,0.569,12.9,25.0,0.175,0.46,6.9,81.4,0.161,False,False,0.42565,0.1444013888888888,0.2170861111111111,11.0,8.0,4.0,2,105.04,102.955,94.05,91.95,2.0999999999999943
2014-03-07,MEM,False,77,85,31,75,0.413,2,13,0.154,13,14,0.929,6,38,16,4,2,13,19,89.0,98.3,86.5,0.187,0.173,0.474,45.8,51.6,4.6,2.9,0.427,13.8,15.0,0.173,0.481,13.1,74.4,0.128,True,True,0.445209375,0.1429604166666666,0.1892041666666666,11.0,7.0,3.0,2,103.755,101.11,93.15,90.6,2.5500000000000114
2014-03-09,MIA,True,95,88,38,90,0.422,7,19,0.368,12,17,0.706,13,47,25,11,7,12,18,101.7,94.2,84.6,0.189,0.211,0.487,52.8,65.8,11.8,13.0,0.461,11.0,26.5,0.133,0.453,16.9,85.0,0.284,True,True,0.4851819444444444,0.1736958333333333,0.2107361111111111,11.0,7.0,3.0,2,104.10999999999999,101.195,93.45,90.65,2.799999999999997
2014-03-11,SAS,False,96,104,32,75,0.427,8,18,0.444,24,28,0.857,10,39,22,4,5,14,17,107.0,116.0,89.7,0.373,0.24,0.55,50.6,68.8,4.5,8.6,0.48,13.8,23.3,0.32,0.582,11.4,85.3,0.152,True,True,0.3898809027777778,0.1620690972222222,0.1976388888888889,11.0,6.0,2.0,2,104.745,101.78999999999999,93.95,91.1,2.8500000000000085
2014-03-13,HOU,True,111,87,43,86,0.5,14,24,0.583,11,13,0.846,10,39,35,8,4,7,24,127.8,100.2,86.8,0.151,0.279,0.605,44.3,81.4,9.2,7.5,0.581,7.1,25.0,0.128,0.386,14.6,60.4,0.329,True,True,0.3752649305555555,0.1569638888888889,0.2168069444444444,11.0,7.0,3.0,2,105.49000000000001,101.745,94.7,91.15,3.549999999999997
2014-03-15,SAC,True,94,87,31,78,0.397,6,20,0.3,26,33,0.788,7,40,21,6,8,11,26,99.6,92.2,94.4,0.423,0.256,0.508,42.1,67.7,6.4,11.3,0.436,10.6,16.3,0.333,0.376,13.6,63.5,0.271,True,False,0.4311545138888888,0.1347180555555555,0.2072052083333333,11.0,7.0,3.0,2,105.665,101.0,95.45,91.1,4.3500000000000085
2014-03-17,OKC,False,85,97,29,84,0.345,5,22,0.227,22,31,0.71,13,46,21,7,4,5,15,96.1,109.7,88.5,0.369,0.262,0.435,50.0,72.4,7.9,8.0,0.375,4.9,24.5,0.262,0.5,11.2,84.6,0.293,True,True,0.4435666666666666,0.1404819444444444,0.1871152777777778,10.0,6.0,3.0,2,106.78,101.27,96.2,91.0,5.200000000000003
2014-03-19,PHI,True,102,94,36,83,0.434,8,15,0.533,22,27,0.815,14,52,22,4,8,15,19,111.5,102.7,91.5,0.325,0.181,0.538,57.8,61.1,4.4,14.0,0.482,13.7,32.6,0.265,0.525,11.0,80.9,0.111,False,False,0.4359013888888889,0.15264375,0.205390625,10.0,6.0,3.0,2,107.31499999999998,101.815,96.25,91.1,5.150000000000006
2014-03-21,IND,False,79,91,28,77,0.364,5,11,0.455,18,24,0.75,10,36,17,12,10,13,25,89.0,102.5,88.8,0.312,0.143,0.451,41.4,60.7,13.5,14.7,0.396,12.9,20.8,0.234,0.443,15.1,66.7,0.266,False,True,0.4351704861111111,0.1516347222222222,0.2014684027777777,9.0,5.0,3.0,2,106.7,101.0,95.85,90.55,5.299999999999997
2014-03-22,PHI,True,91,81,31,70,0.443,5,14,0.357,24,31,0.774,11,44,23,6,9,15,20,107.4,95.6,84.7,0.443,0.2,0.544,47.8,74.2,7.1,13.4,0.479,15.2,27.5,0.343,0.351,9.4,63.5,0.23,True,False,0.4459975694444444,0.1459576388888888,0.1952784722222222,10.0,6.0,3.0,1,107.17999999999999,101.20500000000001,95.8,90.3,5.5
2014-03-24,IND,True,89,77,35,84,0.417,4,15,0.267,15,16,0.938,9,46,22,7,7,10,20,99.2,85.8,89.7,0.19,0.179,0.489,52.3,62.9,7.8,11.1,0.44,9.9,20.0,0.179,0.397,15.4,86.0,0.26,True,True,0.3992298611111111,0.1338173611111111,0.2160451388888888,10.0,6.0,3.0,2,106.37,100.59,95.25,89.9,5.349999999999994
2014-03-28,POR,False,74,91,33,84,0.393,3,17,0.176,5,7,0.714,12,46,23,5,1,12,16,87.1,107.1,84.9,0.083,0.202,0.425,49.5,69.7,5.9,1.7,0.411,12.1,24.5,0.06,0.5,9.4,77.3,0.138,True,True,0.4198409722222222,0.1542652777777777,0.2146965277777777,9.0,6.0,3.0,4,105.36500000000001,101.52,94.35,90.65,3.6999999999999886
2014-03-30,BOS,True,107,102,37,70,0.529,8,16,0.5,25,31,0.806,2,31,24,8,5,15,13,113.4,108.1,94.3,0.443,0.229,0.64,44.3,64.9,8.5,8.6,0.586,15.2,6.9,0.357,0.517,13.8,70.7,0.138,False,False,0.4404763888888888,0.1439402777777777,0.1967729166666666,9.0,6.0,3.0,2,105.6,101.60499999999999,95.0,91.15,3.8499999999999943
2014-03-31,BOS,True,94,80,38,80,0.475,3,16,0.188,15,16,0.938,11,40,28,9,3,13,16,110.4,94.0,85.1,0.2,0.2,0.54,51.9,73.7,10.6,5.8,0.494,13.0,30.6,0.188,0.448,16.1,70.7,0.143,True,False,0.4325684027777778,0.1436520833333333,0.2098461805555555,9.0,7.0,4.0,1,104.98999999999998,101.64000000000001,93.85,90.7,3.1499999999999915
2014-04-02,ATL,True,105,92,40,78,0.513,12,25,0.48,13,15,0.867,7,36,27,13,3,13,19,118.4,103.7,88.7,0.192,0.321,0.621,48.6,67.5,14.7,6.3,0.59,13.3,19.4,0.167,0.5,16.1,76.3,0.278,False,True,0.4316951388888889,0.1357555555555555,0.1924604166666667,10.0,7.0,4.0,2,106.095,101.155,95.15,90.65,4.5
2014-04-04,MIL,True,102,90,31,84,0.369,7,22,0.318,33,42,0.786,16,44,24,13,5,11,24,110.9,97.8,92.0,0.5,0.262,0.498,53.7,77.4,14.1,8.3,0.411,9.7,35.6,0.393,0.471,19.3,75.7,0.382,True,False,0.4328309027777778,0.1459791666666666,0.198575,10.0,7.0,4.0,2,105.94500000000001,100.56500000000001,94.9,90.0,4.900000000000006
2014-04-05,WAS,True,96,78,35,79,0.443,9,23,0.391,17,21,0.81,11,45,24,7,4,10,14,113.6,92.3,84.5,0.266,0.291,0.544,52.9,68.6,8.3,5.7,0.5,10.2,29.7,0.215,0.413,10.8,70.8,0.081,False,True,0.4212281249999999,0.1473493055555555,0.2021489583333333,11.0,8.0,5.0,1,106.28,100.875,94.55,89.75,4.799999999999997
2014-04-09,MIN,True,102,87,41,82,0.5,11,21,0.524,9,12,0.75,9,37,29,4,8,13,18,117.3,100.0,87.0,0.146,0.256,0.584,48.1,70.7,4.6,12.7,0.567,13.0,23.7,0.11,0.45,12.1,71.8,0.188,False,False,0.4426010416666667,0.1401506944444444,0.2045472222222222,11.0,8.0,5.0,4,106.67,100.89,94.65,89.55,5.1000000000000085
2014-04-11,DET,True,106,98,40,81,0.494,5,19,0.263,21,23,0.913,9,39,27,6,7,11,19,117.2,108.4,90.4,0.284,0.235,0.582,46.4,67.5,6.6,10.1,0.525,10.8,23.1,0.259,0.494,10.3,66.7,0.151,True,False,0.4383965277777778,0.1351215277777777,0.2007263888888888,12.0,9.0,5.0,2,106.14000000000001,101.035,94.5,89.95,4.549999999999997
2014-04-13,NYK,False,89,100,29,74,0.392,6,22,0.273,25,32,0.781,12,45,23,4,1,16,19,99.5,111.8,89.4,0.432,0.297,0.505,55.6,79.3,4.5,1.8,0.432,15.4,29.3,0.338,0.512,9.1,82.5,0.21,False,False,0.4521704861111111,0.1429604166666666,0.1912399305555555,11.0,8.0,4.0,2,106.6,101.21,94.95,90.15,4.799999999999997
2014-04-14,ORL,True,108,95,39,77,0.506,5,13,0.385,25,32,0.781,8,36,27,8,3,8,19,120.3,105.8,89.8,0.416,0.169,0.593,52.9,69.2,8.9,5.3,0.539,8.1,22.2,0.325,0.549,16.6,87.5,0.222,True,False,0.3789690972222222,0.0789371527777777,0.15238125,11.0,8.0,4.0,1,106.82000000000001,101.31,95.1,90.2,4.8999999999999915
2014-04-16,CHA,False,86,91,34,86,0.395,8,22,0.364,10,15,0.667,6,44,21,7,4,11,22,91.9,97.2,84.8,0.174,0.256,0.464,45.4,61.8,7.5,6.3,0.442,10.6,12.8,0.116,0.429,8.5,76.0,0.212,False,True,0.4812409722222222,0.1618659722222222,0.2333923611111111,11.0,8.0,3.0,2,106.965,101.255,95.55,90.5,5.049999999999997
2014-10-29,NYK,True,104,80,36,71,0.507,7,24,0.292,25,30,0.833,10,47,21,9,4,15,18,119.6,92.0,87.0,0.423,0.338,0.618,55.3,58.3,10.3,5.9,0.556,15.1,29.4,0.352,0.382,10.6,72.5,0.176,False,False,0.264715625,0.0,0.2060118055555556,11.0,8.0,3.0,196,107.85999999999999,101.14500000000001,96.0,90.1,5.900000000000006
2014-10-31,CLE,False,108,114,41,90,0.456,13,31,0.419,13,17,0.765,11,42,25,4,14,19,28,106.9,112.8,91.5,0.189,0.344,0.554,44.7,61.0,4.0,15.7,0.528,16.3,25.6,0.144,0.409,7.1,60.8,0.279,True,True,0.3515038194444444,0.0,0.1889111111111111,11.0,7.0,2.0,2,107.85499999999999,100.985,96.6,90.6,6.0
2014-11-01,MIN,True,106,105,33,69,0.478,9,23,0.391,31,40,0.775,5,38,15,3,8,14,24,113.7,112.6,93.3,0.58,0.333,0.612,47.5,45.5,3.2,11.0,0.543,13.9,14.7,0.449,0.471,9.2,71.7,0.294,False,False,0.3703743055555555,0.0,0.2754416666666667,11.0,7.0,3.0,1,107.15,101.60499999999999,96.35,91.5,4.849999999999994
2014-11-04,ORL,True,98,90,35,75,0.467,7,15,0.467,21,27,0.778,10,44,23,6,9,12,18,110.7,101.7,88.5,0.36,0.2,0.564,47.8,65.7,6.8,12.2,0.513,12.1,22.7,0.28,0.466,10.5,70.8,0.091,True,False,0.3420041666666667,0.0,0.2886756944444444,11.0,7.0,3.0,3,107.705,102.08,96.55,91.65,4.8999999999999915
2014-11-05,MIL,True,95,86,34,73,0.466,5,16,0.313,22,30,0.733,7,42,24,8,3,16,18,103.2,93.4,92.1,0.411,0.219,0.551,45.7,70.6,8.7,4.1,0.5,15.7,17.9,0.301,0.388,12.5,66.0,0.191,False,True,0.4028815972222222,0.0,0.2178256944444444,12.0,7.0,4.0,1,108.06000000000002,101.26500000000001,97.05,91.1,5.950000000000003
2014-11-07,PHI,True,118,115,40,78,0.513,12,24,0.5,26,34,0.765,12,40,25,4,6,17,21,124.9,121.7,94.5,0.436,0.308,0.635,48.8,62.5,4.2,9.8,0.59,15.5,32.4,0.333,0.538,10.5,62.2,0.187,False,False,0.4306809027777778,0.0,0.1879982638888888,12.0,7.0,4.0,2,108.73000000000002,102.215,97.85,92.15,5.699999999999989
2014-11-08,BOS,False,101,106,42,92,0.457,8,18,0.444,9,15,0.6,11,38,26,5,2,8,16,108.4,113.7,93.2,0.163,0.196,0.512,45.8,61.9,5.4,3.2,0.5,7.5,22.4,0.098,0.562,11.8,79.4,0.185,True,True,0.4276798611111111,0.0,0.186028125,11.0,6.0,4.0,1,109.7,102.775,98.95,92.9,6.049999999999997
2014-11-10,DET,True,102,91,39,88,0.443,7,20,0.35,17,20,0.85,9,49,22,6,8,10,19,106.4,94.9,95.9,0.227,0.227,0.527,51.6,56.4,6.3,12.1,0.483,9.4,19.6,0.193,0.469,14.2,81.6,0.2,True,False,0.4597854166666667,0.0,0.1740611111111111,11.0,7.0,4.0,2,109.65,102.73999999999998,99.5,93.4,6.099999999999994
2014-11-13,TOR,True,100,93,37,77,0.481,4,15,0.267,22,32,0.688,13,48,26,7,7,19,18,105.3,97.9,95.0,0.416,0.195,0.549,55.8,70.3,7.4,10.9,0.506,17.3,34.2,0.286,0.438,12.5,72.9,0.169,False,True,0.4518996527777777,0.0,0.1669774305555555,11.0,7.0,4.0,3,109.955,103.345,100.05,94.2,5.849999999999994
2014-11-15,IND,False,90,99,35,83,0.422,4,17,0.235,16,23,0.696,10,34,18,6,7,13,19,98.7,108.5,91.2,0.277,0.205,0.483,42.5,51.4,6.6,11.9,0.446,12.3,21.7,0.193,0.526,13.7,70.6,0.234,True,False,0.4426284722222222,0.0,0.1796090277777777,10.0,7.0,3.0,2,110.535,103.415,100.85,94.6,6.25
2014-11-17,LAC,True,105,89,39,80,0.488,10,26,0.385,17,25,0.68,9,45,28,7,2,8,24,116.5,98.7,90.1,0.313,0.325,0.577,52.9,71.8,7.8,3.4,0.55,8.1,22.5,0.213,0.488,11.7,80.0,0.123,False,True,0.5183267361111111,0.0,0.0961583333333333,10.0,7.0,3.0,2,110.68999999999998,102.94500000000001,100.75,93.95,6.799999999999997
2014-11-20,SAC,False,88,103,36,84,0.429,5,19,0.263,11,16,0.688,13,42,23,6,4,14,26,97.7,114.3,90.1,0.19,0.226,0.483,51.2,63.9,6.7,5.9,0.458,13.3,28.3,0.131,0.541,13.1,80.6,0.311,False,False,0.4679694444444444,0.0010138888888888,0.1003170138888889,9.0,7.0,3.0,3,110.05500000000002,103.96000000000001,100.45,95.1,5.3500000000000085
2014-11-21,POR,False,87,105,30,83,0.361,8,22,0.364,19,28,0.679,11,48,14,9,2,14,18,89.3,107.8,97.4,0.337,0.265,0.456,51.1,46.7,9.2,3.2,0.41,12.8,21.6,0.229,0.551,16.1,86.0,0.228,False,True,0.3336423611111111,0.0168333333333333,0.1986972222222222,9.0,6.0,2.0,1,108.6,104.165,99.55,95.75,3.799999999999997
2014-11-24,UTA,True,97,95,36,72,0.5,9,20,0.45,16,23,0.696,7,35,20,9,3,16,14,108.0,105.8,89.8,0.319,0.278,0.591,46.1,55.6,10.0,3.9,0.563,16.3,18.9,0.222,0.506,12.6,71.8,0.093,False,False,0.3884576388888889,0.0,0.2827725694444444,9.0,6.0,2.0,3,108.455,104.56499999999998,99.3,96.0,3.299999999999997
2014-11-25,DEN,False,109,114,35,82,0.427,7,21,0.333,32,37,0.865,11,37,20,9,4,12,22,114.9,120.2,94.8,0.451,0.256,0.555,45.1,57.1,9.5,5.8,0.47,10.9,26.2,0.39,0.553,12.6,65.0,0.235,False,False,0.2989027777777777,0.0098333333333333,0.2331965277777778,9.0,5.0,2.0,1,108.52000000000001,105.96,99.95,97.8,2.1500000000000057
2014-11-28,BOS,True,109,102,37,90,0.411,5,17,0.294,30,37,0.811,18,52,18,5,13,13,21,110.2,103.1,98.9,0.411,0.189,0.513,55.3,48.6,5.1,18.6,0.439,10.9,37.5,0.333,0.435,11.0,73.9,0.239,False,True,0.3836923611111111,0.0,0.2498548611111111,9.0,5.0,2.0,3,108.165,106.11499999999998,100.3,98.55,1.75
2014-11-30,BRK,True,102,84,34,69,0.493,7,24,0.292,27,34,0.794,7,50,19,6,5,19,24,106.6,87.8,95.7,0.493,0.348,0.607,59.5,55.9,6.3,6.9,0.543,18.5,20.6,0.391,0.384,9.4,86.0,0.209,False,True,0.3595055555555556,0.0027361111111111,0.2643677083333333,10.0,6.0,3.0,2,107.63500000000002,105.08500000000001,100.1,97.85,2.25
2014-12-02,DAL,False,129,132,47,103,0.456,8,26,0.308,27,34,0.794,15,52,38,5,6,18,22,112.8,115.5,94.6,0.33,0.252,0.547,53.1,80.9,4.4,8.3,0.495,13.2,30.6,0.262,0.534,10.9,75.5,0.225,True,True,0.4697333333333334,0.0,0.3073263888888888,9.0,5.0,3.0,2,108.3,105.27000000000001,102.1,99.45,2.6499999999999915
2014-12-03,CHO,True,102,95,37,80,0.463,12,28,0.429,16,21,0.762,4,49,27,4,1,11,18,106.7,99.4,95.6,0.263,0.35,0.571,53.8,73.0,4.2,1.3,0.538,11.0,10.3,0.2,0.411,4.8,86.5,0.233,False,False,0.3756951388888889,0.0,0.2630354166666666,9.0,5.0,3.0,1,107.62,104.95,101.8,99.45,2.3499999999999943
2014-12-06,GSW,False,102,112,36,83,0.434,7,21,0.333,23,27,0.852,17,50,24,6,3,22,23,107.9,118.5,94.5,0.325,0.253,0.538,55.6,66.7,6.3,5.1,0.476,18.8,40.5,0.277,0.517,9.9,68.8,0.225,True,True,0.4447375,0.0,0.1872930555555556,8.0,5.0,3.0,3,108.41999999999999,106.01500000000001,102.6,100.5,2.0999999999999943
2014-12-10,BRK,True,105,80,37,79,0.468,8,22,0.364,23,32,0.719,15,57,21,6,11,15,18,114.5,87.2,91.7,0.405,0.278,0.564,56.4,56.8,6.5,14.9,0.519,13.9,34.1,0.291,0.347,10.0,73.7,0.216,True,True,0.3572277777777777,0.0026944444444444,0.2294614583333333,8.0,5.0,3.0,4,108.165,105.775,102.65,100.5,2.1500000000000057
2014-12-12,POR,True,115,106,44,88,0.5,5,15,0.333,22,28,0.786,14,47,18,5,3,7,11,127.7,117.7,90.0,0.318,0.17,0.573,56.0,40.9,5.6,4.7,0.528,6.5,35.0,0.25,0.557,9.7,75.0,0.091,True,True,0.426159375,0.0,0.2204326388888889,9.0,6.0,3.0,2,109.205,106.02000000000001,103.0,100.1,2.9000000000000057
2014-12-14,MIA,True,93,75,33,71,0.465,9,18,0.5,18,21,0.857,8,44,21,4,8,19,18,106.6,85.9,87.3,0.296,0.254,0.58,52.4,63.6,4.6,13.8,0.528,19.1,22.9,0.254,0.375,12.9,73.5,0.188,False,False,0.3839659722222223,0.000875,0.240240625,9.0,7.0,4.0,2,108.85,104.68499999999999,102.35,98.6,3.75
2014-12-15,ATL,False,86,93,35,93,0.376,6,29,0.207,10,14,0.714,15,57,18,3,6,14,17,91.8,99.2,93.7,0.151,0.312,0.434,58.8,51.4,3.2,9.7,0.409,12.4,30.0,0.108,0.476,9.0,89.4,0.169,False,True,0.4034899305555556,0.0,0.2406288194444444,8.0,6.0,3.0,1,107.90500000000002,104.55999999999999,101.75,98.75,3.0
2014-12-18,NYK,True,103,97,34,75,0.453,12,23,0.522,23,30,0.767,11,32,23,9,8,11,17,119.7,112.7,86.0,0.4,0.307,0.584,43.8,67.6,10.5,11.0,0.533,11.1,28.9,0.307,0.5,15.0,60.0,0.183,True,False,0.3910472222222222,0.0,0.2814333333333333,9.0,7.0,4.0,3,108.72999999999999,105.525,102.15,99.3,2.8500000000000085
2014-12-19,MEM,True,103,97,32,73,0.438,10,26,0.385,29,33,0.879,8,51,17,2,3,9,18,115.2,108.5,89.4,0.452,0.356,0.588,53.1,53.1,2.2,3.7,0.507,9.3,20.5,0.397,0.404,3.7,75.4,0.223,False,True,0.3815222222222222,0.0,0.2829090277777778,9.0,7.0,4.0,1,108.24499999999998,104.86500000000001,101.4,98.4,3.0
2014-12-22,TOR,True,129,120,40,74,0.541,6,12,0.5,43,47,0.915,12,41,20,4,13,15,20,135.4,125.9,95.3,0.635,0.162,0.681,52.6,50.0,4.2,18.6,0.581,13.7,38.7,0.581,0.485,5.8,61.7,0.23,True,True,0.4208055555555555,0.0,0.2190201388888888,10.0,7.0,4.0,3,109.595,105.475,102.8,99.1,3.700000000000003
2014-12-23,WAS,True,99,91,39,85,0.459,5,17,0.294,16,24,0.667,8,52,20,5,7,10,14,103.6,95.2,95.6,0.282,0.2,0.518,55.9,51.3,5.2,8.8,0.488,9.5,19.0,0.188,0.455,7.7,86.3,0.112,False,True,0.3912875,0.0,0.2582399305555556,11.0,8.0,4.0,1,109.45500000000001,105.49000000000001,102.65,99.1,3.5500000000000114
2014-12-25,LAL,True,113,93,42,86,0.488,10,24,0.417,19,25,0.76,20,57,27,1,7,13,12,130.3,107.3,86.7,0.291,0.279,0.582,59.4,64.3,1.2,9.2,0.547,11.8,46.5,0.221,0.418,3.8,69.8,0.174,True,False,0.4026940972222221,0.0,0.2519111111111111,11.0,8.0,5.0,2,110.705,105.96000000000001,103.3,99.1,4.200000000000003
2014-12-27,NOP,True,107,100,41,89,0.461,6,20,0.3,19,22,0.864,15,45,19,8,6,13,17,113.1,105.7,94.6,0.247,0.225,0.542,54.9,46.3,8.5,8.1,0.494,11.6,35.7,0.213,0.489,13.6,75.0,0.159,True,True,0.3960892361111111,0.0,0.2540013888888889,12.0,9.0,5.0,2,111.425,105.82000000000001,104.15,99.15,5.0
2014-12-29,IND,True,92,90,29,84,0.345,5,13,0.385,29,33,0.879,14,46,17,8,7,10,16,98.7,96.6,93.2,0.393,0.155,0.467,51.1,58.6,8.6,10.0,0.375,9.2,27.5,0.345,0.464,12.4,82.1,0.157,False,False,0.4222201388888889,0.0,0.2384204861111111,12.0,9.0,5.0,2,110.53500000000001,105.715,103.5,99.2,4.299999999999997
2014-12-30,BRK,False,82,96,33,86,0.384,8,25,0.32,8,15,0.533,13,48,22,5,11,12,18,91.5,107.2,89.6,0.174,0.291,0.443,51.1,66.7,5.6,15.9,0.43,11.5,26.5,0.093,0.47,9.8,77.8,0.217,True,True,0.437653125,0.0030833333333333,0.215259375,11.0,8.0,4.0,1,110.225,105.36000000000001,103.2,98.85,4.3500000000000085
2015-01-01,DEN,True,106,101,38,91,0.418,8,15,0.533,22,25,0.88,13,46,22,7,18,7,19,112.2,106.9,94.4,0.275,0.165,0.52,44.7,57.9,7.4,23.1,0.462,6.4,24.5,0.242,0.429,10.4,66.0,0.239,True,False,0.3661829861111111,0.0,0.214490625,12.0,8.0,4.0,2,111.37,105.31499999999998,104.15,98.65,5.5
