Date,Sep,Opp,WL,TmScore,OppScore,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA
2011-04-13,@,SAC,W,116,108,112.2,104.5,93.6,.242,.176,.576,44.8,66.7,7.7,5.3,.527,9.0,9.8,.220,.490,10.1,70.9,.111
2011-12-25,,CHI,L,87,88,98.9,100.0,88.0,.263,.211,.513,50.6,61.1,6.8,10.8,.500,16.7,32.4,.145,.444,12.8,65.2,.101
2011-12-26,@,SAC,L,91,100,103.0,113.2,88.3,.216,.182,.472,52.9,56.8,6.8,10.5,.426,10.2,34.8,.182,.527,10.8,74.4,.280
2011-12-27,,UTA,W,96,71,114.9,85.0,83.5,.521,.225,.550,50.0,56.7,9.6,11.7,.465,9.3,28.2,.423,.328,9.3,66.0,.133
2011-12-29,,NYK,W,99,82,114.4,94.7,86.6,.301,.219,.599,55.6,60.5,6.9,15.6,.582,14.5,20.7,.192,.358,12.4,79.1,.507
2011-12-31,,DEN,W,92,89,97.8,94.6,94.0,.174,.279,.497,58.1,61.5,6.4,7.4,.465,17.0,33.3,.140,.469,13.5,81.8,.175
2012-01-01,@,DEN,L,90,99,92.5,101.8,97.3,.273,.261,.457,50.0,54.3,8.2,7.5,.420,13.2,23.5,.182,.479,14.7,86.5,.437
2012-01-03,,HOU,W,108,99,114.2,104.7,94.5,.346,.179,.601,58.2,61.0,2.1,6.2,.558,14.3,26.3,.269,.484,7.5,81.1,.063
2012-01-05,@,POR,L,96,107,106.3,118.5,90.3,.342,.139,.528,54.7,40.5,2.2,7.8,.468,12.5,31.0,.278,.489,3.8,77.3,.225
2012-01-06,,GSW,W,97,90,105.5,97.9,91.9,.377,.143,.540,58.0,73.0,7.6,6.3,.500,17.5,38.5,.260,.519,17.4,76.2,.130
2012-01-08,,MEM,W,90,82,94.6,86.2,95.2,.284,.257,.541,60.9,68.6,6.3,6.0,.514,24.5,34.2,.189,.414,8.5,81.6,.054
2012-01-10,,PHO,W,99,83,114.1,95.6,86.8,.288,.213,.549,58.3,69.2,5.8,3.3,.500,13.4,35.0,.238,.469,11.4,79.5,.100
2012-01-11,@,UTA,W,90,87,92.2,89.2,88.4,.232,.110,.498,50.0,48.6,5.1,7.6,.451,15.8,18.2,.195,.409,9.9,79.2,.118
2012-01-13,,CLE,W,97,92,102.1,96.9,95.0,.303,.184,.563,45.0,81.1,10.5,8.2,.520,16.5,18.4,.237,.424,15.8,69.0,.235
2012-01-14,@,LAC,L,94,102,109.4,118.7,85.9,.325,.156,.534,45.7,68.6,3.5,3.1,.487,9.3,25.0,.247,.465,8.4,64.6,.271
2012-01-16,,DAL,W,73,70,82.6,79.3,88.3,.250,.132,.433,47.3,65.5,10.2,7.4,.388,11.5,13.6,.184,.375,14.7,77.6,.125
2012-01-19,@,MIA,L,87,98,102.1,115.0,85.2,.198,.247,.494,46.3,55.9,8.2,9.0,.457,12.9,29.3,.160,.500,10.6,63.4,.153
2012-01-20,@,ORL,L,80,92,94.5,108.7,84.7,.289,.263,.467,45.2,65.5,5.9,6.0,.421,8.5,18.2,.211,.494,12.8,69.4,.208
2012-01-22,,IND,L,96,98,109.5,111.8,87.7,.384,.105,.478,46.2,61.1,11.4,8.5,.430,7.4,32.1,.256,.532,14.9,67.6,.208
2012-01-25,,LAC,W,96,91,114.4,108.4,83.9,.485,.242,.599,46.2,62.5,4.8,12.5,.545,16.7,28.6,.364,.471,11.4,60.5,.103
2012-01-28,@,MIL,L,89,100,103.4,116.2,86.1,.207,.232,.497,55.7,63.9,5.8,8.2,.476,13.5,35.6,.134,.531,8.4,82.4,.188
2012-01-29,@,MIN,W,106,101,118.0,112.4,89.9,.291,.241,.595,44.1,47.5,0.0,8.4,.557,11.0,20.0,.228,.409,3.4,58.6,.154
2012-01-31,,CHA,W,106,73,120.8,83.2,87.7,.145,.342,.656,58.0,61.9,4.6,6.3,.632,15.7,24.1,.132,.360,8.7,76.9,.101
2012-02-03,@,DEN,W,93,89,102.2,97.8,91.0,.321,.167,.522,54.0,51.4,8.8,11.5,.500,11.0,18.6,.192,.473,12.4,88.6,.240
2012-02-04,@,UTA,L,87,96,103.8,114.6,83.8,.400,.187,.493,45.7,41.4,3.6,5.3,.413,12.8,33.3,.333,.471,9.5,59.1,.161
2012-02-06,@,PHI,L,90,95,110.1,116.2,81.7,.247,.296,.501,64.7,67.6,4.9,6.3,.463,15.1,48.8,.185,.519,4.3,81.0,.136
2012-02-09,@,BOS,W,88,87,95.1,94.0,83.8,.220,.165,.441,55.0,36.1,6.5,9.0,.401,9.9,31.3,.165,.423,8.3,76.9,.052
2012-02-10,@,NYK,L,85,92,90.4,97.9,94.0,.288,.300,.472,53.9,43.3,6.4,8.9,.413,15.9,26.7,.238,.461,13.2,81.8,.273
2012-02-12,@,TOR,W,94,92,104.5,102.3,89.9,.247,.284,.523,51.3,54.3,6.7,4.5,.494,14.3,27.3,.173,.513,13.2,80.6,.154
2012-02-14,,ATL,W,86,78,97.9,88.8,87.8,.107,.202,.489,52.5,54.1,4.6,11.1,.488,16.2,31.8,.048,.383,10.3,69.1,.100
2012-02-17,,PHO,W,111,99,106.9,95.3,103.9,.289,.133,.593,59.1,59.1,11.6,6.3,.560,16.9,23.1,.217,.500,15.1,87.8,.100
2012-02-19,@,PHO,L,90,102,95.4,108.1,94.4,.321,.231,.506,52.3,60.0,7.4,8.3,.468,16.8,22.5,.218,.469,10.5,78.3,.338
2012-02-20,,POR,W,103,92,112.8,100.7,91.3,.265,.229,.556,58.0,60.5,12.0,5.5,.506,13.9,34.1,.229,.487,15.4,78.7,.205
2012-02-22,@,DAL,W,96,91,109.9,104.2,87.3,.408,.263,.535,49.5,60.0,9.2,6.9,.513,15.9,37.0,.237,.444,11.0,60.4,.122
2012-02-23,@,OKC,L,85,100,93.7,110.3,90.7,.295,.167,.482,48.2,53.3,5.5,3.8,.410,12.0,17.8,.269,.513,12.0,82.5,.273
2012-02-29,,MIN,W,104,85,108.7,88.9,95.7,.262,.250,.555,52.2,73.2,7.3,11.4,.518,12.2,22.0,.202,.421,11.8,76.5,.112
2012-03-02,,SAC,W,115,107,119.5,111.2,96.2,.317,.207,.615,54.5,56.8,2.1,9.0,.573,12.2,22.9,.256,.481,4.5,75.5,.078
2012-03-04,,MIA,W,93,83,112.9,100.8,82.3,.352,.239,.567,55.7,54.3,8.5,15.6,.528,16.3,43.3,.254,.415,11.3,63.3,.114
2012-03-06,@,DET,L,85,88,96.8,100.3,79.5,.210,.272,.480,51.5,64.7,4.6,9.6,.438,12.8,27.7,.173,.414,6.6,73.1,.118
2012-03-07,@,WAS,L,101,106,104.9,110.1,96.3,.457,.259,.519,45.2,65.6,9.3,9.1,.444,11.8,20.9,.358,.505,11.5,66.0,.141
2012-03-09,@,MIN,W,105,102,114.9,111.6,91.4,.329,.220,.559,57.0,56.4,5.5,13.1,.512,15.3,41.5,.256,.506,12.3,73.7,.247
2012-03-11,,BOS,W,97,94,108.2,104.9,89.6,.366,.225,.588,55.3,69.4,8.9,4.5,.563,17.1,24.2,.239,.506,12.0,79.1,.120
2012-03-13,@,MEM,W,116,111,106.7,102.1,90.0,.410,.241,.592,52.0,58.5,3.7,5.2,.530,15.5,15.4,.337,.457,6.3,76.3,.043
2012-03-14,@,NOH,W,107,101,106.4,100.4,91.1,.427,.232,.549,56.4,64.9,11.9,4.0,.482,16.3,27.5,.341,.535,14.2,86.8,.118
2012-03-16,,MIN,W,97,92,105.1,99.6,92.3,.338,.275,.528,46.1,63.6,7.6,17.1,.475,12.4,22.9,.263,.424,10.6,66.7,.152
2012-03-18,,UTA,L,99,103,95.6,99.4,103.6,.548,.178,.546,52.3,72.7,5.8,7.4,.466,20.9,18.4,.425,.484,11.4,79.2,.165
2012-03-20,@,HOU,L,104,107,115.1,118.4,90.4,.193,.193,.578,43.7,42.9,7.7,8.3,.542,13.5,27.3,.169,.544,15.6,57.9,.250
2012-03-21,@,DAL,W,109,93,123.8,105.6,88.0,.169,.234,.659,61.3,55.6,4.5,8.9,.643,14.5,29.0,.130,.476,7.1,84.1,.183
2012-03-23,,POR,W,103,96,113.5,105.8,90.8,.306,.224,.534,64.6,82.5,6.6,8.1,.506,12.7,42.5,.200,.488,10.0,85.7,.195
2012-03-25,,MEM,L,96,102,109.8,116.7,87.4,.411,.247,.557,47.5,67.7,10.3,6.8,.473,15.7,30.0,.370,.547,12.6,65.0,.093
2012-03-27,@,GSW,W,104,101,113.8,110.5,91.4,.395,.233,.515,59.8,63.9,3.3,6.9,.448,9.8,38.6,.314,.462,4.8,81.4,.187
2012-03-29,,OKC,L,93,102,107.9,118.3,86.2,.274,.131,.494,48.4,42.9,3.5,11.4,.440,11.3,37.0,.226,.489,9.2,59.6,.143
2012-03-31,,NOH,W,88,85,100.7,97.3,87.4,.286,.286,.508,50.0,87.5,5.7,6.1,.461,13.9,26.7,.221,.435,7.7,71.4,.054
2012-04-01,,GSW,W,120,112,130.2,121.5,92.2,.378,.232,.627,63.3,70.5,4.3,10.1,.598,13.6,41.7,.268,.550,4.9,81.4,.144
2012-04-03,,NJN,W,91,87,105.5,100.8,86.3,.074,.272,.544,56.8,69.2,4.6,1.5,.525,16.1,28.2,.074,.435,6.1,79.6,.153
2012-04-04,@,LAC,W,113,108,121.4,116.0,93.1,.361,.193,.587,48.9,58.1,5.4,11.4,.554,10.3,30.0,.253,.500,8.8,64.0,.137
2012-04-06,,HOU,L,107,112,108.6,113.7,98.5,.429,.131,.536,57.8,63.9,6.1,7.0,.446,13.1,33.3,.381,.534,12.5,79.5,.205
2012-04-07,@,PHO,L,105,125,110.9,132.1,94.7,.186,.093,.500,60.0,46.8,2.1,3.1,.490,11.0,42.6,.103,.574,2.8,79.1,.181
2012-04-09,@,NOH,W,93,91,113.0,110.6,82.3,.356,.137,.551,56.8,58.8,2.4,9.2,.500,12.4,30.8,.274,.506,7.7,81.0,.125
2012-04-11,@,SAS,W,98,84,109.6,94.0,89.4,.135,.258,.520,64.5,57.5,4.5,7.0,.511,11.3,33.3,.079,.488,7.6,97.8,.062
2012-04-13,,DEN,W,103,97,110.7,104.2,93.1,.387,.200,.587,52.9,65.8,9.7,9.3,.553,20.0,38.9,.267,.473,13.2,63.3,.109
2012-04-15,,DAL,W,112,108,119.3,115.1,85.0,.290,.194,.534,55.3,64.3,4.3,1.5,.489,6.3,29.4,.226,.534,6.0,86.0,.159
2012-04-17,,SAS,L,91,112,96.5,118.8,94.3,.138,.125,.536,50.0,71.8,6.4,4.5,.500,18.3,20.5,.138,.637,11.9,82.9,.060
2012-04-18,@,GSW,W,99,87,104.0,91.4,95.2,.354,.203,.542,57.9,91.9,7.4,8.5,.494,13.3,25.0,.266,.444,10.4,86.3,.078
2012-04-20,@,SAS,L,97,121,109.5,136.6,88.6,.395,.184,.544,40.8,57.6,10.2,6.5,.474,11.9,24.4,.329,.675,15.9,63.3,.221
2012-04-22,,OKC,W,114,106,103.5,96.2,91.2,.377,.151,.461,55.4,63.4,10.9,13.0,.410,9.5,38.5,.255,.406,13.0,75.0,.238
2012-04-26,@,SAC,L,96,113,101.9,120.0,94.2,.099,.165,.505,46.1,65.9,4.2,3.9,.489,13.6,24.4,.077,.543,7.4,68.2,.141
2012-10-30,,DAL,L,91,99,99.9,108.7,91.1,.403,.169,.502,53.5,63.2,6.6,7.1,.513,13.4,32.6,.156,.500,10.6,77.5,.165
2012-10-31,@,POR,L,106,116,113.1,123.7,93.8,.444,.250,.616,60.0,58.3,6.4,3.2,.556,21.8,42.9,.361,.560,11.2,75.0,.277
2012-11-02,,LAC,L,95,105,101.8,112.5,93.3,.412,.235,.591,50.7,44.1,7.5,11.3,.551,19.9,20.0,.294,.500,10.3,77.5,.250
2012-11-04,,DET,W,108,79,125.2,91.6,86.3,.338,.286,.611,58.2,67.5,12.8,12.1,.584,14.5,44.4,.234,.380,15.2,69.8,.241
2012-11-07,@,UTA,L,86,95,93.6,103.4,91.9,.622,.311,.456,56.5,44.0,10.9,4.5,.365,16.0,34.9,.432,.476,11.7,78.6,.193
2012-11-09,,GSW,W,101,77,102.9,78.5,98.1,.311,.311,.494,55.2,61.1,9.2,9.8,.444,13.5,32.0,.233,.378,16.0,76.4,.140
2012-11-11,,SAC,W,103,90,115.2,100.6,89.4,.370,.309,.547,56.2,63.9,6.7,10.4,.494,15.3,41.9,.284,.439,10.3,69.6,.122
2012-11-13,,SAS,L,82,84,94.7,97.0,86.6,.297,.270,.490,55.8,58.1,5.8,12.9,.459,16.9,32.5,.189,.428,7.8,76.1,.078
2012-11-16,,PHO,W,114,102,119.8,107.2,95.1,.315,.236,.563,55.8,59.5,7.4,11.5,.517,9.8,39.5,.247,.516,13.2,72.1,.076
2012-11-18,,HOU,W,119,108,119.3,108.3,99.7,.329,.235,.611,49.4,58.7,10.0,4.5,.594,11.8,22.5,.212,.539,13.3,74.4,.122
2012-11-20,,BRK,W,95,90,105.9,100.3,89.7,.507,.288,.532,48.3,65.7,5.6,8.5,.521,11.0,20.0,.260,.457,12.5,71.4,.183
2012-11-21,@,SAC,L,97,113,101.9,118.7,95.2,.600,.400,.590,44.6,55.2,6.3,6.1,.538,19.6,15.8,.415,.586,15.0,75.0,.222
2012-11-23,@,MEM,L,98,106,113.0,122.3,86.7,.324,.365,.579,41.8,57.6,6.9,7.8,.527,17.6,29.7,.270,.547,14.5,56.7,.320
2012-11-24,@,DAL,W,115,89,110.5,85.5,104.0,.415,.268,.593,61.0,52.5,10.6,6.3,.561,16.4,26.8,.280,.424,13.0,84.7,.120
2012-11-27,,IND,L,77,79,79.7,81.7,96.7,.566,.368,.406,52.8,54.2,10.3,8.3,.355,16.7,27.3,.303,.392,15.8,80.4,.215
2012-11-30,,DEN,W,122,103,129.8,109.6,94.0,.195,.379,.646,54.8,70.2,11.7,9.7,.638,13.7,37.5,.126,.512,13.6,70.5,.174
2012-12-02,,ORL,L,103,113,102.9,112.9,100.1,.453,.198,.499,51.1,55.6,5.0,3.2,.453,9.6,23.5,.291,.547,11.2,87.2,.221
2012-12-04,@,HOU,L,105,107,106.3,108.3,98.8,.410,.253,.536,51.5,42.1,7.1,16.4,.500,15.5,34.1,.265,.411,8.0,64.4,.238
2012-12-05,@,NOH,W,103,87,114.9,97.1,89.6,.275,.350,.574,50.0,64.9,12.3,12.1,.544,9.1,20.9,.200,.453,11.4,75.5,.118
2012-12-07,@,OKC,L,108,114,113.1,119.4,95.5,.369,.333,.553,55.6,47.2,11.5,7.5,.494,14.8,37.5,.298,.542,12.7,73.2,.274
2012-12-09,,UTA,L,110,117,128.0,136.1,86.0,.212,.329,.592,49.4,72.5,5.8,10.8,.559,13.1,41.5,.176,.578,8.7,57.9,.253
2012-12-11,@,CLE,L,94,100,97.6,103.8,96.4,.533,.360,.508,55.7,35.5,7.3,5.3,.460,16.3,30.0,.333,.506,11.2,83.0,.179
2012-12-13,@,NYK,L,107,116,115.1,124.8,92.9,.345,.440,.553,57.1,37.1,4.3,7.4,.488,11.8,29.3,.298,.608,6.1,88.9,.253
2012-12-14,@,WAS,W,102,96,108.1,101.8,94.3,.341,.354,.541,48.4,48.6,10.6,9.7,.500,12.1,27.1,.244,.482,17.1,71.1,.193
2012-12-16,@,PHI,W,111,98,120.6,106.5,92.0,.300,.425,.613,52.6,56.4,14.1,6.9,.575,13.4,28.9,.238,.554,16.2,75.0,.072
2012-12-18,,CHA,W,101,100,111.7,110.5,90.5,.307,.352,.506,47.1,60.0,6.6,14.1,.455,9.9,32.7,.239,.453,8.7,60.4,.147
2012-12-22,@,GSW,W,118,115,106.2,103.5,100.6,.131,.252,.521,51.0,67.3,8.1,4.1,.500,15.0,31.9,.103,.495,14.8,69.4,.126
2012-12-25,,NYK,W,100,94,109.2,102.6,91.6,.403,.273,.552,51.2,59.5,4.4,6.3,.513,10.8,21.6,.273,.478,9.4,75.6,.101
2012-12-26,@,DEN,L,114,126,119.5,132.1,95.4,.361,.349,.593,44.2,70.7,2.1,11.1,.560,12.7,28.2,.253,.543,8.5,57.4,.255
2012-12-28,,POR,W,104,87,116.0,97.0,89.7,.326,.279,.529,54.2,72.5,4.5,10.3,.506,10.1,34.0,.198,.431,8.7,73.5,.138
2013-01-01,,PHI,L,99,103,100.4,104.5,98.6,.351,.234,.456,50.5,45.9,5.1,9.4,.410,6.1,23.7,.234,.523,9.5,86.4,.151
2013-01-04,@,LAC,L,102,107,111.5,117.0,91.5,.474,.329,.555,43.4,54.3,9.8,8.8,.500,11.6,23.8,.342,.537,13.9,63.4,.232
2013-01-06,,DEN,L,105,112,108.4,115.6,96.9,.329,.366,.559,52.2,78.9,4.1,14.3,.524,16.1,32.5,.232,.480,6.7,67.3,.149
2013-01-08,@,HOU,L,112,125,109.1,121.8,102.6,.143,.341,.579,46.8,58.1,9.7,8.1,.549,14.2,21.4,.132,.615,15.6,75.7,.207
2013-01-09,@,SAS,L,105,108,103.7,106.7,101.3,.158,.284,.517,45.5,50.0,11.9,3.4,.505,8.1,13.0,.095,.560,16.5,81.0,.167
2013-01-11,,OKC,L,101,116,99.4,114.2,101.6,.224,.286,.469,46.5,59.0,6.9,8.6,.429,10.0,28.1,.173,.557,14.6,71.4,.218
2013-01-13,,CLE,W,113,93,118.9,97.8,95.1,.391,.362,.699,51.3,80.0,11.6,6.8,.674,21.4,24.1,.290,.432,13.8,66.7,.116
2013-01-15,,MIL,W,104,88,114.3,96.7,91.0,.214,.345,.566,46.0,71.4,5.5,10.4,.560,8.0,19.5,.119,.395,9.5,64.4,.137
2013-01-17,,MIA,L,90,99,96.0,105.6,93.8,.389,.306,.534,54.5,71.0,3.2,1.4,.500,19.2,20.5,.250,.494,6.1,89.5,.205
2013-01-20,@,TOR,L,103,108,109.4,114.7,94.1,.239,.307,.530,48.1,52.6,7.4,6.3,.483,11.8,28.6,.205,.583,14.1,71.4,.119
2013-01-21,@,CHI,L,83,95,94.7,108.4,87.7,.284,.210,.455,55.6,46.9,5.7,11.8,.414,14.1,36.6,.198,.468,7.5,71.4,.086
2013-01-23,@,MEM,L,93,106,100.0,114.0,93.0,.438,.233,.534,39.5,48.4,5.4,9.6,.473,14.7,16.3,.329,.510,10.7,62.8,.083
2013-01-25,,UTA,W,102,84,116.3,95.8,87.7,.163,.263,.595,60.0,60.5,8.0,4.5,.594,17.4,36.4,.088,.438,10.2,78.6,.160
2013-01-27,,OKC,W,105,96,114.9,105.1,91.4,.392,.230,.605,52.4,70.7,6.6,4.6,.601,13.0,17.1,.216,.469,8.9,78.7,.247
2013-01-29,,NOH,W,111,106,113.1,108.1,98.1,.418,.418,.593,57.5,87.2,7.1,5.5,.570,13.0,23.7,.266,.473,8.2,83.7,.207
2013-01-30,@,PHO,L,86,92,93.8,100.4,91.7,.244,.346,.498,56.1,57.6,7.6,5.6,.474,18.0,27.5,.154,.476,10.9,83.3,.157
2013-02-01,@,MIN,W,111,100,113.9,102.6,97.5,.272,.348,.539,58.8,69.2,6.2,9.0,.489,10.4,34.7,.228,.517,11.8,83.3,.090
2013-02-03,@,DET,W,98,97,99.0,98.0,99.0,.265,.241,.529,46.6,61.5,9.1,3.8,.506,13.1,15.9,.169,.473,12.4,77.3,.109
2013-02-05,@,BRK,W,92,83,99.1,89.4,92.9,.220,.159,.512,43.5,54.1,5.4,7.6,.470,12.6,13.5,.183,.382,14.1,63.6,.169
2013-02-07,@,BOS,L,95,116,100.0,122.1,95.0,.345,.264,.474,47.3,44.4,2.1,3.9,.443,10.7,26.5,.207,.557,8.4,71.4,.218
2013-02-08,@,CHA,W,100,93,103.0,95.8,97.0,.313,.325,.549,50.0,63.9,6.2,13.3,.500,12.5,13.6,.250,.449,9.3,83.3,.146
2013-02-10,@,MIA,L,97,107,111.5,123.0,87.0,.371,.171,.596,43.3,45.7,10.3,4.7,.550,14.7,15.2,.286,.588,11.3,70.6,.163
2013-02-12,,PHO,W,91,85,93.8,87.6,97.0,.217,.253,.500,50.0,63.9,9.3,6.9,.476,17.3,25.0,.145,.429,17.0,75.0,.141
2013-02-14,,LAC,L,101,125,108.6,134.5,93.0,.360,.267,.581,44.0,78.9,9.7,3.4,.547,15.6,25.0,.253,.607,12.4,61.4,.191
2013-02-20,,BOS,W,113,99,121.0,106.0,93.4,.373,.265,.585,59.0,57.1,5.4,4.8,.548,11.0,34.1,.265,.530,11.7,83.3,.146
2013-02-22,,POR,W,111,107,107.5,103.6,103.3,.400,.212,.555,52.8,45.0,7.7,6.8,.506,13.8,25.5,.294,.532,12.4,83.3,.074
2013-02-24,@,DAL,W,103,99,109.9,105.7,93.7,.431,.347,.601,50.6,50.0,7.5,2.9,.563,15.7,17.9,.306,.494,11.2,76.0,.149
2013-02-25,@,DEN,L,108,119,112.3,123.8,96.1,.397,.244,.589,45.0,48.8,6.2,7.1,.603,14.1,20.5,.179,.585,8.3,68.3,.182
2013-02-28,,MIN,W,116,94,125.6,101.8,92.4,.253,.386,.629,58.3,68.2,7.6,10.0,.627,13.2,31.0,.145,.500,12.0,85.7,.160
2013-03-03,,ATL,W,99,98,100.3,99.3,98.7,.231,.269,.576,54.4,55.3,9.1,1.7,.551,19.6,17.5,.167,.549,13.6,92.3,.098
2013-03-05,@,OKC,L,105,122,115.6,134.3,90.8,.519,.377,.555,52.3,35.5,0.0,1.4,.481,14.5,36.4,.403,.521,1.8,68.2,.229
2013-03-06,@,NOH,W,108,102,113.8,107.5,94.9,.372,.359,.595,40.9,68.4,9.5,9.4,.558,10.8,14.0,.269,.483,14.9,66.7,.193
2013-03-08,,TOR,W,118,116,112.0,110.1,95.5,.396,.429,.552,52.2,59.0,9.5,7.0,.505,10.8,28.0,.286,.559,14.5,82.5,.129
2013-03-10,,CHI,W,90,81,106.5,95.8,84.5,.163,.302,.488,52.1,53.8,5.9,12.3,.483,12.4,40.4,.081,.393,12.1,63.3,.124
2013-03-12,@,ORL,W,106,97,110.8,101.4,95.7,.644,.342,.566,48.2,58.8,8.4,8.2,.527,9.6,18.4,.397,.452,12.2,72.3,.140
2013-03-13,@,ATL,L,92,96,100.5,104.9,91.5,.174,.315,.464,46.4,47.2,6.6,1.8,.435,7.5,21.8,.130,.519,12.0,78.6,.177
2013-03-15,@,IND,W,99,93,100.8,94.7,98.2,.385,.333,.543,47.1,81.8,9.2,11.1,.506,14.1,15.9,.256,.434,13.4,70.7,.071
2013-03-17,,SAC,W,113,102,121.9,110.0,92.7,.403,.389,.667,56.6,68.3,2.2,10.8,.653,13.3,18.8,.264,.490,4.8,84.1,.083
2013-03-18,@,PHO,L,76,99,80.2,104.4,94.8,.184,.253,.404,45.0,51.7,10.5,1.5,.362,16.1,25.5,.149,.529,14.6,68.9,.080
2013-03-22,,WAS,L,100,103,104.8,107.9,95.4,.210,.284,.565,55.2,69.2,5.2,4.9,.549,16.1,21.4,.136,.523,8.7,86.7,.138
2013-03-25,@,GSW,L,103,109,104.8,110.9,98.3,.396,.286,.482,51.5,47.2,6.1,3.0,.429,7.8,27.8,.275,.533,10.1,80.0,.144
2013-03-27,@,MIN,W,120,117,113.9,111.1,105.3,.463,.268,.608,49.4,61.4,9.5,11.3,.598,17.5,30.0,.268,.490,12.0,65.3,.227
2013-03-28,@,MIL,L,103,113,106.2,116.5,97.0,.506,.260,.547,48.2,55.9,7.2,8.1,.474,16.0,28.2,.390,.522,10.5,65.9,.172
2013-03-30,@,SAC,W,103,98,122.9,116.9,83.8,.317,.366,.551,48.8,73.7,10.7,11.3,.524,7.0,34.9,.207,.494,10.6,62.8,.151
2013-04-02,,DAL,W,101,81,111.5,89.4,90.6,.407,.296,.529,60.6,63.9,8.8,12.9,.494,14.3,39.6,.259,.463,13.1,82.6,.074
2013-04-05,,MEM,W,86,84,97.8,95.5,88.0,.243,.270,.525,54.4,64.7,5.7,2.8,.493,18.0,22.2,.176,.459,7.3,81.4,.058
2013-04-07,@,LAC,L,95,109,109.3,125.4,86.9,.395,.316,.533,41.9,75.8,6.9,7.9,.480,11.0,22.7,.289,.548,9.7,61.9,.202
2013-04-09,,NOH,W,104,96,110.0,101.6,94.5,.278,.316,.586,53.8,65.0,9.5,12.5,.551,14.5,24.3,.215,.470,14.0,80.5,.202
2013-04-10,@,POR,W,113,106,123.5,115.9,91.5,.329,.260,.676,55.7,44.2,7.7,15.3,.630,15.2,21.4,.288,.518,9.6,78.6,.212
2013-04-12,,GSW,W,118,116,124.8,122.7,94.6,.758,.379,.670,45.0,64.7,2.1,2.8,.606,12.0,9.4,.576,.531,7.1,68.8,.134
2013-04-14,,SAS,W,91,86,97.5,92.1,93.3,.365,.318,.461,55.8,58.1,6.4,9.9,.418,12.4,30.8,.235,.404,7.6,80.8,.157
2013-04-17,,HOU,W,99,95,102.4,98.3,87.6,.378,.356,.472,55.3,81.8,6.2,11.8,.422,10.3,31.5,.256,.464,12.1,81.6,.202
2013-10-29,,LAC,W,116,103,115.6,102.6,100.4,.301,.312,.551,56.5,54.8,8.0,9.7,.527,15.3,37.5,.194,.542,14.7,77.3,.157
2013-10-30,@,GSW,L,94,125,91.7,121.9,102.6,.236,.202,.478,44.8,54.3,4.9,6.8,.438,14.0,18.0,.180,.622,13.5,81.1,.209
2013-11-01,,SAS,L,85,91,88.9,95.2,95.6,.293,.329,.459,47.9,73.3,4.2,9.6,.415,11.5,17.4,.207,.431,10.7,76.0,.106
2013-11-03,,ATL,W,105,103,101.6,99.6,103.4,.270,.281,.527,50.5,71.1,4.8,10.3,.478,11.5,12.5,.225,.494,9.8,82.5,.156
2013-11-05,@,DAL,L,104,123,104.7,123.9,99.3,.227,.352,.537,41.2,53.8,9.1,6.0,.511,12.6,18.4,.159,.590,10.7,72.2,.128
2013-11-07,@,HOU,W,99,98,93.8,92.8,105.6,.163,.380,.502,51.6,72.2,7.6,12.0,.478,19.6,26.5,.120,.422,14.5,81.0,.429
2013-11-08,@,NOP,L,85,96,92.6,104.6,91.8,.325,.238,.465,49.0,61.3,2.2,5.1,.425,13.3,23.5,.213,.454,7.6,76.6,.195
2013-11-10,,MIN,L,90,113,88.0,110.5,102.3,.196,.283,.450,46.5,68.6,7.8,11.4,.435,15.3,28.1,.109,.544,17.6,71.4,.167
2013-11-12,,NOP,W,116,95,118.0,96.6,98.3,.266,.253,.657,63.1,75.0,7.1,5.4,.627,17.7,29.0,.215,.423,11.7,83.0,.286
2013-11-13,@,DEN,L,99,111,102.6,115.1,96.4,.277,.223,.469,46.8,54.1,4.1,11.4,.436,11.7,35.2,.181,.430,6.4,58.2,.250
2013-11-15,,MEM,L,86,89,95.8,99.1,89.8,.138,.300,.507,44.0,71.4,6.7,11.1,.500,11.5,8.9,.075,.441,9.0,78.3,.165
2013-11-17,,DET,W,114,99,119.7,103.9,95.3,.111,.278,.604,49.4,70.2,11.5,7.8,.578,12.1,22.9,.111,.529,12.9,71.4,.080
2013-11-22,,GSW,W,102,95,108.6,101.1,93.9,.207,.293,.570,41.9,53.8,10.6,6.7,.543,13.5,17.1,.159,.470,16.0,64.4,.220
2013-11-24,,SAC,W,100,86,107.0,92.0,93.5,.172,.299,.534,51.2,50.0,8.6,15.0,.506,9.7,20.5,.138,.464,12.5,83.3,.095
2013-11-26,@,WAS,L,111,116,117.9,123.2,94.2,.157,.337,.626,44.7,68.2,4.2,7.6,.608,15.3,22.0,.120,.563,9.4,71.4,.207
2013-11-27,@,BRK,W,99,94,108.3,102.8,91.4,.259,.353,.523,52.2,61.8,5.5,13.2,.476,9.6,25.0,.212,.440,11.3,77.1,.253
2013-11-29,@,DET,W,106,102,108.0,103.9,98.1,.375,.388,.569,44.4,66.7,11.2,8.7,.538,15.4,25.0,.250,.445,10.5,60.0,.130
